Período;Região;Entidade;Localização Geográfica;Nº Consultas Médicas Presenciais (QT);Nº de Consultas Médicas Não Presenciais ou Inespecíficas (Qt);Nº de Consultas Médicas ao Domicílio (Qt)
2015-12;Norte;Área dos CSP da ULS Alto Minho;41.7056054,-8.8252713;47586;22146;599
2015-12;Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;26069;13071;255
2015-12;Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;17134;9696;285
2015-12;Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;26396;13551;309
2015-12;Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;26649;11252;416
2015-12;Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;18842;8116;225
2015-12;Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;28654;15419;452
2015-12;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;13305;5996;181
2016-01;Alentejo;Área dos CSP da ULS Alentejo Central;38.8442031,-7.5826619;36192;19689;390
2016-01;Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;36155;13044;318
2016-01;Centro;ACES Pinhal Litoral;39.7495331,-8.807683;45726;16894;233
2016-01;Lisboa e Vale do Tejo;ACES Lisboa Norte;38.7396924,-9.168506;34108;7605;473
2016-01;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.5324373,-8.8627453;34117;14276;240
2016-01;Lisboa e Vale do Tejo;ACES Médio Tejo;39.478072,-8.5404429;45685;13738;395
2016-01;Norte;Área dos CSP da ULS Matosinhos;41.1918541,-8.6590693;31754;15953;429
2016-01;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;56031;23536;607
2016-02;Centro;ACES Pinhal Litoral;39.7495331,-8.807683;44969;14760;149
2016-02;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.6565861,-7.9124712;52974;17228;706
2016-02;Lisboa e Vale do Tejo;ACES Médio Tejo;39.478072,-8.5404429;46239;12897;341
2016-02;Lisboa e Vale do Tejo;Área dos CSP da ULS Estuário do Tejo;38.9528113,-8.9911154;37669;7103;178
2016-02;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6672076,-9.0543329;36001;9761;232
2016-02;Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;21004;9894;292
2016-02;Norte;ACES Grande Porto VIII - Espinho / Gaia;41.0022421,-8.642018;35471;16896;464
2016-02;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;56269;21257;613
2016-02;Norte;Área dos CSP da ULS Matosinhos;41.1918541,-8.6590693;32021;14940;412
2016-02;Norte;Área dos CSP da ULS Alto Minho;41.7056054,-8.8252713;54844;22958;779
2016-02;Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;32871;12543;504
2016-02;Região não Especificada;Desconhecido | Nacional;;8;;
2016-03;Alentejo;Área dos CSP da ULS Alentejo Central;38.8442031,-7.5826619;36379;18838;394
2016-03;Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;39934;12749;327
2016-03;Centro;Área dos CSP da ULS Cova da Beira;40.2677741,-7.4995083;15365;6843;20
2016-03;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.6565861,-7.9124712;56260;18063;835
2016-03;Centro;ACES Baixo Mondego;40.2150023,-8.4071805;60404;31583;431
2016-03;Lisboa e Vale do Tejo;ACES Oeste Sul;39.0917759,-9.2600341;33358;9283;354
2016-03;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.2371689,-8.6908895;38657;15185;377
2016-03;Norte;ACES Grande Porto I - Santo Tirso / Trofa;41.3469246,-8.4822648;22498;11609;295
2016-03;Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;36805;16683;541
2016-03;Norte;Área dos CSP da ULS Matosinhos;41.1918541,-8.6590693;34662;15811;441
2016-04;Alentejo;Área dos CSP da ULS Alto Alentejo;39.2967086,-7.4284755;24950;13173;380
2016-04;Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;36680;11968;286
2016-04;Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;10301;4070;161
2016-04;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.6565861,-7.9124712;49260;17303;661
2016-04;Centro;Área dos CSP da ULS Região de Aveiro;40.6405055,-8.6537539;72805;28312;541
2016-04;Centro;Área dos CSP da ULS Guarda;40.5353285,-7.2724426;24782;9347;152
2016-04;Lisboa e Vale do Tejo;ACES Cascais;38.69904,-9.3818008;26196;8791;159
2016-04;Norte;Área dos CSP da ULS Barcelos / Esposende;41.5317419,-8.6178922;31423;12817;300
2016-04;Norte;ACES Ave / Famalicão;41.3835805,-8.4157518;22963;9150;182
2016-04;Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;32756;16268;473
2016-04;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;15418;6359;187
2016-04;Norte;ACES Cávado II - Gerês / Cabreira;41.6298661,-8.3596897;18466;10942;294
2016-04;Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;28433;14560;373
2016-04;Região não Especificada;Desconhecido | Nacional;;335;94;
2016-05;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.3841359,-8.5132031;15881;7394;125
2016-05;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;40541;10198;223
2016-05;Norte;ACES Grande Porto I - Santo Tirso / Trofa;41.3469246,-8.4822648;21784;11893;316
2016-05;Norte;ACES Ave / Famalicão;41.3835805,-8.4157518;24316;9442;234
2016-05;Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;20516;10704;316
2016-05;Região não Especificada;Desconhecido | Nacional;;342;128;
2016-06;Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;10248;4343;100
2016-06;Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;36133;12195;272
2016-06;Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;22840;7768;121
2016-06;Centro;Área dos CSP da ULS Cova da Beira;40.2677741,-7.4995083;14778;6182;31
2016-06;Centro;Área dos CSP da ULS Região de Aveiro;40.6405055,-8.6537539;73128;29658;576
2016-06;Lisboa e Vale do Tejo;Área dos CSP da ULS Almada / Seixal;38.6678522,-9.1875777;54434;19860;579
2016-06;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;36407;10091;235
2016-06;Lisboa e Vale do Tejo;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;30702;9068;398
2016-06;Lisboa e Vale do Tejo;ACES Cascais;38.69904,-9.3818008;25166;8542;153
2016-06;Norte;Área dos CSP da ULS Barcelos / Esposende;41.5317419,-8.6178922;31769;13185;353
2016-06;Norte;ACES Grande Porto III - Maia / Valongo;41.2333945,-8.6187474;35448;19895;473
2016-06;Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;29867;12618;527
2016-06;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;15440;6621;210
2016-06;Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;32330;12192;268
2016-06;Norte;Área dos CSP da ULS Alto Minho;41.7056054,-8.8252713;52673;23733;803
2016-06;Norte;ACES Grande Porto VIII - Espinho / Gaia;41.0022421,-8.642018;31469;17840;441
2016-06;Região não Especificada;Desconhecido | Nacional;;131;69;
2016-06;Região não Especificada;Desconhecido | Nacional;;30;;
2016-07;Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;9902;4141;80
2016-07;Centro;Área dos CSP da ULS Cova da Beira;40.2677741,-7.4995083;12071;5270;15
2016-07;Lisboa e Vale do Tejo;Área dos CSP da ULS Estuário do Tejo;38.9528113,-8.9911154;33052;7214;128
2016-07;Norte;Área dos CSP da ULS Nordeste;41.8069684,-6.7587977;20184;8252;219
2016-07;Norte;ACES Ave / Famalicão;41.3835805,-8.4157518;20474;8343;163
2016-07;Norte;Área dos CSP da ULS Barcelos / Esposende;41.5317419,-8.6178922;29707;12211;271
2016-07;Norte;ACES Cávado II - Gerês / Cabreira;41.6298661,-8.3596897;16621;10697;223
2016-07;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;18321;8578;268
2016-07;Região não Especificada;Desconhecido | Nacional;;304;91;
2016-08;Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;10940;4793;75
2016-08;Centro;Área dos CSP da ULS Região de Aveiro;40.6405055,-8.6537539;63108;29400;457
2016-08;Lisboa e Vale do Tejo;Área dos CSP da ULS Almada / Seixal;38.6678522,-9.1875777;50587;19913;506
2016-08;Lisboa e Vale do Tejo;ACES Oeste Sul;39.0917759,-9.2600341;27067;9050;198
2016-08;Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;27857;17400;341
2016-08;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;13721;6092;106
2016-08;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;47175;21913;378
2016-08;Norte;ACES Grande Porto I - Santo Tirso / Trofa;41.3469246,-8.4822648;19001;11198;220
2016-08;Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;26219;14875;226
2016-08;Região não Especificada;Desconhecido | Nacional;;38;;
2016-09;Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;37109;12438;236
2016-09;Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;25225;8901;133
2016-09;Centro;Área dos CSP da ULS Guarda;40.5353285,-7.2724426;25298;11663;154
2016-09;Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;5093;3547;5
2016-09;Centro;ACES Baixo Mondego;40.2150023,-8.4071805;59774;37211;388
2016-09;Lisboa e Vale do Tejo;ACES Cascais;38.69904,-9.3818008;25307;6688;145
2016-09;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;37286;10723;213
2016-09;Lisboa e Vale do Tejo;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;31284;10033;310
2016-09;Lisboa e Vale do Tejo;ACES Loures / Odivelas;38.8012718,-9.1137868;52778;14754;306
2016-09;Norte;Área dos CSP da ULS Nordeste;41.8069684,-6.7587977;23649;9987;316
2016-09;Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;33645;13241;250
2016-09;Norte;ACES Cávado II - Gerês / Cabreira;41.6298661,-8.3596897;19039;12709;282
2016-09;Norte;Área dos CSP da ULS Alto Minho;41.7056054,-8.8252713;53460;26223;655
2016-09;Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;15028;6950;163
2016-09;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;21306;9657;274
2016-10;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;25022;13149;225
2016-10;Centro;ACES Pinhal Litoral;39.7495331,-8.807683;44770;17374;223
2016-10;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.2371689,-8.6908895;34732;15601;290
2016-10;Lisboa e Vale do Tejo;Área dos CSP da ULS Almada / Seixal;38.6678522,-9.1875777;58336;21072;484
2016-10;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.5324373,-8.8627453;31637;14100;235
2016-10;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;21287;10083;326
2016-10;Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;29382;16759;343
2016-10;Norte;Área dos CSP da ULS Alto Minho;41.7056054,-8.8252713;52879;26009;766
2016-11;Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;12459;5528;41
2016-11;Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;24166;15359;252
2016-11;Lisboa e Vale do Tejo;ACES Sintra;38.7519209,-9.2753636;50313;13696;285
2016-11;Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;32778;15094;590
2016-11;Norte;ACES Ave / Famalicão;41.3835805,-8.4157518;23898;9924;277
2016-11;Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;31569;16517;432
2016-11;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;16644;6955;178
2016-11;Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;31705;16452;369
2016-12;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.3841359,-8.5132031;13499;6055;92
2016-12;Alentejo;Área dos CSP da ULS Alto Alentejo;39.2967086,-7.4284755;25649;12529;315
2016-12;Alentejo;Área dos CSP da ULS Alentejo Central;38.8442031,-7.5826619;33809;17212;327
2016-12;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;21697;11087;302
2016-12;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.2371689,-8.6908895;31986;14110;227
2016-12;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.5324373,-8.8627453;28875;12389;253
2016-12;Lisboa e Vale do Tejo;ACES Lisboa Norte;38.7396924,-9.168506;30528;7632;443
2016-12;Lisboa e Vale do Tejo;Área dos CSP da ULS Estuário do Tejo;38.9528113,-8.9911154;36700;6852;151
2016-12;Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;19937;8289;241
2016-12;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;50311;20777;547
2016-12;Norte;ACES Ave / Famalicão;41.3835805,-8.4157518;20241;8117;191
2016-12;Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;33168;14811;395
2017-01;Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;5073;3382;13
2017-01;Centro;Área dos CSP da ULS Cova da Beira;40.2677741,-7.4995083;16007;6702;11
2017-01;Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;26009;16176;256
2017-01;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.2371689,-8.6908895;39029;16935;278
2017-01;Lisboa e Vale do Tejo;ACES Sintra;38.7519209,-9.2753636;54488;13263;297
2017-01;Lisboa e Vale do Tejo;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;38425;9902;428
2017-01;Lisboa e Vale do Tejo;ACES Cascais;38.69904,-9.3818008;30873;9854;199
2017-01;Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;22646;12075;330
2017-01;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;63031;25213;659
2017-01;Norte;ACES Ave / Famalicão;41.3835805,-8.4157518;25658;10560;311
2017-01;Região não Especificada;Desconhecido | Nacional;;921;;
2017-02;Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;9957;3861;100
2017-02;Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;11215;4663;20
2017-02;Centro;Área dos CSP da ULS Cova da Beira;40.2677741,-7.4995083;13299;5306;29
2017-02;Lisboa e Vale do Tejo;Área dos CSP da ULS Estuário do Tejo;38.9528113,-8.9911154;39216;6654;196
2017-02;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;15147;5673;144
2017-02;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;19246;8438;316
2017-02;Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;31915;11301;315
2017-02;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;52597;20244;534
2017-03;Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;24820;8973;101
2017-03;Centro;ACES Baixo Mondego;40.2150023,-8.4071805;71162;39582;523
2017-03;Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;26819;16766;230
2017-03;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.6565861,-7.9124712;57843;20959;755
2017-03;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6672076,-9.0543329;36900;11612;233
2017-03;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.5324373,-8.8627453;39245;14347;303
2017-03;Lisboa e Vale do Tejo;ACES Oeste Sul;39.0917759,-9.2600341;36370;10875;261
2017-03;Lisboa e Vale do Tejo;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;38651;10362;327
2017-03;Lisboa e Vale do Tejo;ACES Loures / Odivelas;38.8012718,-9.1137868;60235;15801;373
2017-03;Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;36830;19823;499
2017-03;Norte;ACES Grande Porto I - Santo Tirso / Trofa;41.3469246,-8.4822648;23992;13500;355
2017-03;Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;28905;15548;364
2017-03;Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;36672;16015;579
2017-04;Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;32104;10291;230
2017-04;Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;4306;2881;4
2017-04;Centro;Área dos CSP da ULS Região de Aveiro;40.6405055,-8.6537539;63032;26747;427
2017-04;Centro;Área dos CSP da ULS Guarda;40.5353285,-7.2724426;21072;8057;129
2017-04;Lisboa e Vale do Tejo;ACES Médio Tejo;39.478072,-8.5404429;37057;11034;205
2017-04;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6672076,-9.0543329;27659;9186;176
2017-04;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.5324373,-8.8627453;29736;11939;235
2017-04;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;33352;9100;232
2017-04;Lisboa e Vale do Tejo;ACES Lisboa Norte;38.7396924,-9.168506;29085;6969;314
2017-04;Lisboa e Vale do Tejo;ACES Loures / Odivelas;38.8012718,-9.1137868;45153;12323;240
2017-04;Norte;Área dos CSP da ULS Alto Minho;41.7056054,-8.8252713;44538;21519;589
2017-04;Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;25440;13783;229
2017-04;Norte;ACES Ave / Famalicão;41.3835805,-8.4157518;19054;8672;212
2017-04;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;17557;8400;262
2017-05;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.3841359,-8.5132031;16682;7323;121
2017-05;Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;10759;4618;88
2017-05;Centro;ACES Pinhal Litoral;39.7495331,-8.807683;45743;18317;201
2017-05;Centro;ACES Baixo Mondego;40.2150023,-8.4071805;63335;39992;484
2017-05;Centro;Área dos CSP da ULS Cova da Beira;40.2677741,-7.4995083;14235;7411;11
2017-05;Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;11364;5854;29
2017-05;Centro;Área dos CSP da ULS Guarda;40.5353285,-7.2724426;24697;10634;161
2017-05;Lisboa e Vale do Tejo;Área dos CSP da ULS Estuário do Tejo;38.9528113,-8.9911154;36105;7695;119
2017-05;Lisboa e Vale do Tejo;ACES Sintra;38.7519209,-9.2753636;51203;13546;193
2017-05;Lisboa e Vale do Tejo;ACES Amadora;38.7573081,-9.23429;25383;6361;105
2017-05;Lisboa e Vale do Tejo;ACES Oeste Sul;39.0917759,-9.2600341;29629;10774;195
2017-05;Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;29655;17131;443
2017-05;Norte;ACES Grande Porto VIII - Espinho / Gaia;41.0022421,-8.642018;33699;19870;334
2017-05;Região não Especificada;Desconhecido | Nacional;;1073;130;
2017-06;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.3841359,-8.5132031;14992;6154;129
2017-06;Alentejo;Área dos CSP da ULS Alentejo Central;38.8442031,-7.5826619;32969;18423;267
2017-06;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;24217;12505;276
2017-06;Alentejo;Área dos CSP da ULS Alto Alentejo;39.2967086,-7.4284755;25319;13182;303
2017-06;Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;24636;7805;110
2017-06;Centro;Área dos CSP da ULS Guarda;40.5353285,-7.2724426;23753;9768;149
2017-06;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.2371689,-8.6908895;35061;14998;200
2017-06;Lisboa e Vale do Tejo;ACES Lisboa Norte;38.7396924,-9.168506;31068;8347;288
2017-06;Lisboa e Vale do Tejo;ACES Amadora;38.7573081,-9.23429;23401;6099;139
2017-06;Lisboa e Vale do Tejo;ACES Oeste Norte;39.410844,-9.1396215;31262;12831;232
2017-06;Norte;ACES Cávado II - Gerês / Cabreira;41.6298661,-8.3596897;17181;11396;272
2017-06;Norte;Área dos CSP da ULS Matosinhos;41.1918541,-8.6590693;27697;15907;359
2017-06;Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;21235;8904;226
2017-06;Norte;Área dos CSP da ULS Alto Minho;41.7056054,-8.8252713;50400;24090;730
2017-06;Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;31465;17558;426
2017-07;Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;10086;4125;79
2017-07;Centro;ACES Baixo Mondego;40.2150023,-8.4071805;55878;36969;391
2017-07;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.5324373,-8.8627453;32453;12985;242
2017-07;Lisboa e Vale do Tejo;ACES Médio Tejo;39.478072,-8.5404429;39442;12727;225
2017-07;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;52560;21077;469
2017-07;Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;29461;17359;387
2017-07;Região não Especificada;Desconhecido | Nacional;;1081;;
2017-08;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.3841359,-8.5132031;14283;6380;115
2017-08;Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;10181;4396;42
2017-08;Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;4630;3130;9
2017-08;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.6565861,-7.9124712;49181;19315;507
2017-08;Lisboa e Vale do Tejo;ACES Cascais;38.69904,-9.3818008;22695;10310;157
2017-08;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.2371689,-8.6908895;30235;14488;146
2017-08;Lisboa e Vale do Tejo;ACES Oeste Sul;39.0917759,-9.2600341;27305;10350;155
2017-08;Lisboa e Vale do Tejo;ACES Médio Tejo;39.478072,-8.5404429;36035;12429;203
2017-08;Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;29456;12838;257
2017-08;Norte;Área dos CSP da ULS Nordeste;41.8069684,-6.7587977;18554;8624;230
2017-08;Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;27016;17732;311
2017-08;Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;23116;12438;278
2017-08;Norte;ACES Grande Porto VIII - Espinho / Gaia;41.0022421,-8.642018;28651;17286;227
2017-09;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;22996;12412;247
2017-09;Centro;Área dos CSP da ULS Guarda;40.5353285,-7.2724426;22207;9937;73
2017-09;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.6565861,-7.9124712;47179;19662;441
2017-09;Lisboa e Vale do Tejo;ACES Sintra;38.7519209,-9.2753636;46230;12379;186
